1,0.22636,0.30049,0.47315,208.33
0,0.25101,0.2467,0.50229,248.33
1,0.23022,0.27798,0.4918,221.67
1,0.228,0.32707,0.44493,195
1,0.22766,0.28869,0.48365,215
0,0.24444,0.25276,0.5028,241.67
0,0.25834,0.24181,0.49985,255
1,0.22636,0.30049,0.47315,208.33
0,0.24444,0.25276,0.5028,241.67
1,0.228,0.32707,0.44493,195
0,0.24444,0.25276,0.5028,241.67
0,0.25101,0.2467,0.50229,248.33
1,0.22766,0.28869,0.48365,215
1,0.23022,0.27798,0.4918,221.67
1,0.22636,0.30049,0.47315,208.33
0,0.23872,0.26,0.50128,235
1,0.22766,0.28869,0.48365,215
0,0.25834,0.24181,0.49985,255
1,0.22766,0.28869,0.48365,215
1,0.228,0.32707,0.44493,195
1,0.22644,0.31331,0.46025,201.67
1,0.22644,0.31331,0.46025,201.67
0,0.23395,0.26841,0.49764,228.33
0,0.23395,0.26841,0.49764,228.33
1,0.22636,0.30049,0.47315,208.33
0,0.25834,0.24181,0.49985,255
1,0.22766,0.28869,0.48365,215
1,0.22644,0.31331,0.46025,201.67
0,0.23872,0.26,0.50128,235
0,0.23395,0.26841,0.49764,228.33
0,0.25101,0.2467,0.50229,248.33
1,0.22644,0.31331,0.46025,201.67
1,0.22644,0.31331,0.46025,201.67
0,0.23872,0.26,0.50128,235
0,0.24444,0.25276,0.5028,241.67
0,0.25101,0.2467,0.50229,248.33
0,0.23872,0.26,0.50128,235
0,0.23872,0.26,0.50128,235
1,0.23022,0.27798,0.4918,221.67
1,0.228,0.32707,0.44493,195
1,0.228,0.32707,0.44493,195
0,0.25834,0.24181,0.49985,255
0,0.25101,0.2467,0.50229,248.33
1,0.23022,0.27798,0.4918,221.67
1,0.23395,0.26841,0.49764,228.33
1,0.23022,0.27798,0.4918,221.67
0,0.25834,0.24181,0.49985,255
1,0.23395,0.26841,0.49764,228.33
1,0.22636,0.30049,0.47315,208.33
0,0.24444,0.25276,0.5028,241.67
