1,0.33857,0.42318,0.23825,86.667
0,0.35915,0.41955,0.2213,73.333
1,0.40228,0.39118,0.20654,40
0,0.34896,0.42197,0.22907,80
0,0.3281,0.42318,0.24872,93.333
1,0.35915,0.41955,0.2213,73.333
1,0.3951,0.3988,0.20611,46.667
1,0.37833,0.41128,0.21039,60
0,0.3177,0.42197,0.26033,100
1,0.34896,0.42197,0.22907,80
1,0.36898,0.41597,0.21505,66.667
0,0.33857,0.42318,0.23825,86.667
1,0.34896,0.42197,0.22907,80
1,0.35915,0.41955,0.2213,73.333
1,0.38708,0.40552,0.2074,53.333
0,0.35915,0.41955,0.2213,73.333
1,0.37833,0.41128,0.21039,60
0,0.3177,0.42197,0.26033,100
0,0.33857,0.42318,0.23825,86.667
1,0.3951,0.3988,0.20611,46.667
0,0.3177,0.42197,0.26033,100
1,0.36898,0.41597,0.21505,66.667
1,0.37833,0.41128,0.21039,60
1,0.3951,0.3988,0.20611,46.667
1,0.38708,0.40552,0.2074,53.333
0,0.36898,0.41597,0.21505,66.667
0,0.35915,0.41955,0.2213,73.333
1,0.37833,0.41128,0.21039,60
1,0.36898,0.41597,0.21505,66.667
0,0.35915,0.41955,0.2213,73.333
1,0.38708,0.40552,0.2074,53.333
0,0.3281,0.42318,0.24872,93.333
0,0.33857,0.42318,0.23825,86.667
1,0.40228,0.39118,0.20654,40
1,0.34896,0.42197,0.22907,80
0,0.34896,0.42197,0.22907,80
1,0.36898,0.41597,0.21505,66.667
1,0.40228,0.39118,0.20654,40
0,0.35915,0.41955,0.2213,73.333
1,0.3951,0.3988,0.20611,46.667
0,0.34896,0.42197,0.22907,80
1,0.40228,0.39118,0.20654,40
1,0.37833,0.41128,0.21039,60
0,0.3177,0.42197,0.26033,100
0,0.33857,0.42318,0.23825,86.667
1,0.3951,0.3988,0.20611,46.667
1,0.38708,0.40552,0.2074,53.333
0,0.3177,0.42197,0.26033,100
1,0.38708,0.40552,0.2074,53.333
0,0.35915,0.41955,0.2213,73.333
1,0.3951,0.3988,0.20611,46.667
0,0.35915,0.41955,0.2213,73.333
1,0.38708,0.40552,0.2074,53.333
1,0.40228,0.39118,0.20654,40
0,0.37833,0.41128,0.21039,60
0,0.3177,0.42197,0.26033,100
0,0.34896,0.42197,0.22907,80
1,0.37833,0.41128,0.21039,60
0,0.3281,0.42318,0.24872,93.333
0,0.33857,0.42318,0.23825,86.667
1,0.3951,0.3988,0.20611,46.667
0,0.3177,0.42197,0.26033,100
0,0.3281,0.42318,0.24872,93.333
1,0.40228,0.39118,0.20654,40
1,0.36898,0.41597,0.21505,66.667
0,0.36898,0.41597,0.21505,66.667
1,0.3281,0.42318,0.24872,93.333
1,0.3177,0.42197,0.26033,100
0,0.34896,0.42197,0.22907,80
1,0.40228,0.39118,0.20654,40
1,0.3951,0.3988,0.20611,46.667
0,0.3281,0.42318,0.24872,93.333
1,0.37833,0.41128,0.21039,60
0,0.3281,0.42318,0.24872,93.333
1,0.38708,0.40552,0.2074,53.333
0,0.3281,0.42318,0.24872,93.333
1,0.3281,0.42318,0.24872,93.333
1,0.36898,0.41597,0.21505,66.667
0,0.3177,0.42197,0.26033,100
1,0.36898,0.41597,0.21505,66.667
0,0.33857,0.42318,0.23825,86.667
0,0.34896,0.42197,0.22907,80
1,0.38708,0.40552,0.2074,53.333
0,0.33857,0.42318,0.23825,86.667
0,0.3177,0.42197,0.26033,100
0,0.3281,0.42318,0.24872,93.333
1,0.38708,0.40552,0.2074,53.333
0,0.33857,0.42318,0.23825,86.667
1,0.40228,0.39118,0.20654,40
1,0.40228,0.39118,0.20654,40
0,0.36898,0.41597,0.21505,66.667
0,0.35915,0.41955,0.2213,73.333
1,0.3951,0.3988,0.20611,46.667
0,0.33857,0.42318,0.23825,86.667
1,0.37833,0.41128,0.21039,60
1,0.37833,0.41128,0.21039,60
1,0.40228,0.39118,0.20654,40
1,0.3951,0.3988,0.20611,46.667
0,0.34896,0.42197,0.22907,80
1,0.38708,0.40552,0.2074,53.333
